date,ICLN,PBW,QCLN,SPY,XLE
2012-04-24,0.000947,0.0,0.002045,0.003801,0.007403
2012-04-25,0.010877,0.014085,0.013032,0.013692,0.009942
2012-04-26,-0.006901,0.009921,0.018556,0.006969,0.010558
2012-04-27,0.010482,0.005894,0.004836,0.001641,-0.000424
2012-04-30,-0.006061,-0.007812,-0.005482,-0.003704,0.006215
2012-05-01,0.013133,0.01378,0.021585,0.00622,0.014318
2012-05-02,-0.016204,-0.003883,-0.008951,-0.002949,-0.01633
2012-05-03,-0.024706,-0.023392,-0.021603,-0.007661,-0.0166
2012-05-04,-0.003619,-0.021956,-0.014287,-0.016158,-0.022891
2012-05-07,-0.00799,-0.004082,0.002838,0.00073,-0.002928
2012-05-08,-0.007127,-0.016393,-0.016899,-0.004012,-0.003231
2012-05-09,-0.011997,-0.010417,-0.001655,-0.005932,-0.004861
2012-05-10,0.006469,-0.004211,-0.011729,0.002063,0.004293
2012-05-11,-0.011125,0.0,0.008044,-0.003014,-0.00737
2012-05-14,-0.0225,-0.019028,-0.023155,-0.011061,-0.016632
2012-05-15,-0.028133,-0.012931,-0.019048,-0.005742,-0.016642
2012-05-16,-0.021737,-0.026201,-0.011866,-0.003832,-0.005651
2012-05-17,-0.021789,-0.03139,-0.032751,-0.014824,-0.006332
2012-05-18,-0.02266,-0.027778,-0.027088,-0.008559,-0.006217
2012-05-21,0.003095,0.019048,0.023898,0.017188,0.02299
2012-05-22,0.00561,-0.004673,-0.010866,0.001743,-0.002446
2012-05-23,-0.002232,0.007042,0.00228,0.00053,0.003678
2012-05-24,-0.004753,-0.006993,-0.009463,0.001966,-0.000763
2012-05-25,-0.011236,-0.004695,0.008388,-0.003244,-0.004737
2012-05-29,0.018466,0.021227,0.014771,0.012112,0.016736
2012-05-30,-0.006974,-0.016166,-0.015673,-0.01451,-0.030655
2012-05-31,-0.009831,0.0,-0.008018,-0.002201,-0.008724
2012-06-01,-0.02695,-0.023474,-0.039261,-0.025177,-0.024988
2012-06-04,-0.003499,-0.012019,-0.008413,-0.000468,-0.000806
2012-06-05,0.012288,0.019465,0.027879,0.007572,0.00855
2012-06-06,0.020231,0.02148,0.023597,0.022468,0.03087
2012-06-07,0.000991,-0.004673,-0.003468,0.000606,0.000621
2012-06-08,0.00184,0.004695,0.008324,0.007952,0.000155
2012-06-11,-0.021187,-0.025701,-0.024295,-0.01266,-0.013643
2012-06-12,0.026551,0.028777,0.024665,0.011452,0.014147
2012-06-13,-0.00447,-0.009324,-0.010264,-0.006395,-0.012709
2012-06-14,-0.000311,0.002353,0.003418,0.0106,0.015699
2012-06-15,0.024011,0.023723,0.017321,0.010177,0.019028
2012-06-18,0.0,0.014118,0.019296,0.001938,-0.008991
2012-06-19,0.017255,0.018562,0.028953,0.009673,0.014455
2012-06-20,0.003601,0.01139,0.009307,-0.001621,-0.003941
2012-06-21,-0.020759,-0.024775,-0.034956,-0.022439,-0.040937
2012-06-22,0.002887,0.020785,0.028889,0.007702,0.006665
2012-06-25,-0.019101,-0.0181,-0.030238,-0.016035,-0.022383
2012-06-26,-0.0063,-0.002304,-0.001225,0.005026,0.010803
2012-06-27,0.015836,0.009238,0.014628,0.009039,0.020737
2012-06-28,-0.008497,-0.018307,-0.020901,-0.002876,0.006876
2012-06-29,0.032904,0.030303,0.044905,0.024964,0.03011
2012-07-02,0.002493,0.022624,-0.001289,0.002976,0.000452
2012-07-03,0.016856,0.011062,0.021714,0.006608,0.023946
2012-07-05,-0.022419,-0.015317,0.001063,-0.004527,-0.01309
2012-07-06,-0.011828,-0.033333,-0.028412,-0.009504,-0.012072
2012-07-09,-0.014051,-0.009195,-0.011894,-0.001255,-0.004526
2012-07-10,-0.011412,-0.023202,-0.023899,-0.00872,-0.015608
2012-07-11,0.004329,0.007126,-0.001324,0.000149,0.013547
2012-07-12,-0.001437,-0.009434,0.0,-0.004845,-0.003341
2012-07-13,-0.00518,0.009524,-0.002247,0.016778,0.017525
2012-07-16,-0.00755,-0.004717,0.005709,-0.002357,0.003295
2012-07-17,-0.004634,-0.009479,-0.00982,0.006867,0.012539
2012-07-18,-0.015769,0.004785,0.015492,0.007407,0.008698
2012-07-19,-0.003317,0.007143,0.017394,0.002621,0.003069
2012-07-20,-0.020896,-0.018913,-0.028042,-0.009148,0.002331
2012-07-23,-0.036585,-0.021687,-0.035586,-0.010112,-0.009594
2012-07-24,-0.01693,-0.024631,-0.017632,-0.008624,-0.015999
2012-07-25,-0.006921,-0.010101,0.010733,0.000261,0.000746
2012-07-26,0.017828,0.017857,0.017252,0.016497,0.028469
2012-07-27,0.016545,0.015038,0.025422,0.018396,0.017681
2012-07-30,-0.024108,-0.009877,-0.021409,3.6e-05,0.002848
2012-07-31,0.013483,-0.004988,0.005311,-0.006994,-0.010934
2012-08-01,-0.002851,-0.022556,-0.020181,-0.000871,0.004882
2012-08-02,-0.00413,0.015385,0.015205,-0.006905,-0.016717
2012-08-03,0.027113,0.007576,0.014977,0.019826,0.02354
2012-08-06,0.027966,0.025063,0.017367,0.001945,0.002697
2012-08-07,0.024154,0.017115,0.026442,0.005014,0.015008
2012-08-08,0.005752,0.002404,0.003239,0.001212,0.000837
2012-08-09,0.000147,0.009592,0.01519,0.000854,0.006829
2012-08-10,-0.005044,0.007126,0.003202,0.001636,0.0018
2012-08-13,-0.008194,-0.007075,-0.000298,-0.000497,-0.003731
2012-08-14,0.004458,-0.004751,-0.00929,0.000142,-0.001803
2012-08-15,-0.008876,0.00716,0.00753,0.001136,-0.000139
2012-08-16,0.028358,0.016588,0.01823,0.007379,0.008894
2012-08-17,0.00238,0.004662,0.001864,0.001338,-0.000413
2012-08-20,0.006458,0.00232,-0.006145,7e-05,-0.003445
2012-08-21,0.012056,0.00463,0.008013,-0.003024,-0.00318
2012-08-22,-0.001422,-0.006912,-0.005863,0.000423,0.003745
2012-08-23,-0.008313,-0.00232,-0.007345,-0.008144,-0.011125
2012-08-24,0.004823,-0.004651,0.0,0.006007,0.00594
2012-08-27,-0.017143,-0.007009,-0.014799,0.000212,0.000417
2012-08-28,0.006686,0.002353,0.006438,-0.000989,0.000694
2012-08-29,-0.011204,-0.002347,-0.001951,0.000778,-0.006661
2012-08-30,-0.031891,-0.032941,-0.023682,-0.007208,-0.010618
2012-08-31,0.01356,0.009732,0.0,0.004769,0.010025
2012-09-04,-0.004464,-0.007229,-0.006565,-0.000921,-0.007689
2012-09-05,-0.008954,-0.004854,-0.00109,-0.000851,-0.003804
2012-09-06,0.013575,0.026829,0.02204,0.020297,0.021072
2012-09-07,0.01503,0.007126,0.009709,0.003895,0.017313
2012-09-10,0.006084,-0.002358,-0.008547,-0.005681,-0.004357
2012-09-11,0.008379,0.014184,0.010776,0.002787,0.010666
2012-09-12,-0.030347,0.011655,0.010661,0.003335,0.006088
2012-09-13,0.019836,0.011521,0.011603,0.015237,0.016272
2012-09-14,0.021467,0.018223,0.024244,0.004434,0.013233
2012-09-17,-0.01,-0.004474,-0.01349,-0.003396,-0.007575
2012-09-18,0.005766,0.0,-0.003096,-0.000818,-0.007106
2012-09-19,0.015805,0.0,-0.001035,0.000546,-0.009675
2012-09-20,-0.024427,-0.011236,-0.015544,6.8e-05,0.002793
2012-09-21,0.004741,-0.005198,-0.008063,-0.000413,0.001068
2012-09-24,0.004329,-0.016092,-0.017112,-0.001542,-0.005022
2012-09-25,-0.008621,-0.027944,-0.027204,-0.010608,-0.010969
2012-09-26,-0.018696,-0.007307,-0.017315,-0.005586,-0.009458
2012-09-27,0.02939,0.021792,0.021035,0.009386,0.013601
2012-09-28,-0.017217,-0.014218,-0.006689,-0.004632,-0.004676
2012-10-01,0.008759,-0.004808,-0.005331,0.002605,0.00497
2012-10-02,-0.002894,-0.002415,-0.002313,0.001074,0.001761
2012-10-03,-0.007271,-0.012107,-0.001357,0.004083,-0.012309
2012-10-04,0.001477,0.012255,0.007927,0.007134,0.010066
2012-10-05,0.002628,-0.007264,-0.007865,0.000103,-0.002373
2012-10-08,-0.004077,-0.004878,-0.012118,-0.003408,0.001631
2012-10-09,-0.020468,-0.012255,-0.015155,-0.009901,0.001357
2012-10-10,-0.005731,-0.009926,-0.01327,-0.00638,-0.018699
2012-10-11,0.020175,0.012531,0.007456,0.000558,0.007457
2012-10-12,-0.007504,-0.012376,-0.007026,-0.003278,-0.005482
2012-10-15,0.006672,0.0,0.0,0.008328,0.005099
2012-10-16,0.021944,0.015038,0.021356,0.010133,0.015906
2012-10-17,0.00735,0.014815,0.022965,0.004535,0.012552
2012-10-18,0.006009,-0.012166,-0.006546,-0.002599,-0.000133
2012-10-19,-0.017349,-0.024631,-0.022961,-0.016667,-0.015731
2012-10-22,-0.011563,-0.007576,-0.01093,0.000142,-0.005012
2012-10-23,-0.033689,-0.002545,-0.004221,-0.013876,-0.023278
2012-10-24,-0.006485,0.0,0.001181,-0.002828,-0.007666
2012-10-25,0.001952,0.0,0.007087,0.002907,0.00941
2012-10-26,-0.004825,-0.005102,0.01404,-0.000566,0.001252
2012-10-31,-0.004328,0.007692,-0.003464,0.0,-0.000277
2012-11-01,0.00768,0.012723,0.024531,0.01047,0.004262
2012-11-02,-0.013415,-0.025126,-0.023434,-0.008892,-0.016426
2012-11-05,-0.00649,0.007732,0.025224,0.002039,0.007599
2012-11-06,0.021773,0.023018,0.021204,0.007835,0.016062
2012-11-07,-0.010655,-0.0275,-0.036339,-0.022664,-0.026117
2012-11-08,-0.012308,-0.025707,-0.016243,-0.012024,-0.018066
2012-11-09,-0.010904,-0.005277,0.007001,0.000869,-0.000287
2012-11-12,-0.006299,-0.005305,-0.006953,0.00076,0.002013
2012-11-13,-0.001585,-0.021333,-0.010502,-0.003435,-0.004164
2012-11-14,-0.014445,-0.029973,-0.016509,-0.0135,-0.012173
2012-11-15,0.00488,-0.005618,-0.019185,-0.001691,0.001386
2012-11-16,0.016781,-0.002825,0.00489,0.004937,0.003933
2012-11-19,0.013556,0.016997,0.020681,0.020239,0.023086
2012-11-20,-0.012442,0.002786,-0.001192,0.000431,-0.003987
2012-11-21,0.011024,0.002778,0.005967,0.001868,0.005411
2012-11-23,0.014829,0.016621,0.007117,0.013625,0.014162
2012-11-26,0.017697,0.010899,0.011779,-0.002122,-0.009778
2012-11-27,-0.012141,0.002695,0.015134,-0.005105,-0.008318
2012-11-28,0.00458,0.016129,0.020642,0.008052,0.009101
2012-11-29,0.009423,0.007937,0.002247,0.004666,0.002255
2012-11-30,0.001204,0.005249,0.001121,0.000246,-0.000844
2012-12-03,-0.008722,-0.007833,0.007839,-0.004959,-0.005484
2012-12-04,0.008799,0.002632,-0.000222,-0.001414,-0.003685
2012-12-05,0.007519,-0.002625,0.003567,0.00177,0.006961
2012-12-06,0.007463,0.005263,0.004419,0.003392,0.003243
2012-12-07,0.017778,0.005236,0.006141,0.003064,0.006047
2012-12-10,-0.00524,0.013021,0.009238,0.000407,-0.001118
2012-12-11,0.004243,0.023136,0.023887,0.006787,0.005876
2012-12-12,0.015591,0.015075,0.010604,0.000488,0.003616
2012-12-13,0.002583,-0.009901,-0.020986,-0.006132,-0.009285
2012-12-14,0.016013,0.01,0.003215,-0.00368,-0.003777
2012-12-17,0.039098,0.007426,0.004274,0.011716,0.009127
2012-12-18,-0.016461,0.014742,0.012777,0.011129,0.018367
2012-12-19,0.016736,0.002421,0.011555,-0.007429,-0.006849
2012-12-20,0.013717,-0.004831,-0.004164,0.005752,0.006759
2012-12-21,-0.00406,-0.009709,-0.015287,-0.009014,-0.010099
2012-12-24,-0.00678,-0.007353,-0.004255,-0.003081,-0.007632
2012-12-26,0.012298,0.007407,0.004274,-0.004215,-0.004474
2012-12-27,-0.008516,-0.004902,-0.017021,-0.001329,-0.001826
2012-12-28,-0.027397,-0.007389,0.001082,-0.010819,-0.017448
2012-12-31,0.009859,0.012407,0.004335,0.016996,0.02277
2013-01-02,0.032078,0.041667,0.057502,0.02563,0.022053
2013-01-03,0.017568,0.035294,0.023045,-0.002231,-0.000205
2013-01-04,0.005312,0.002273,0.004895,0.004363,0.011099
2013-01-07,-0.009247,-0.022676,-0.017812,-0.002736,-0.007725
2013-01-08,-0.012133,0.00232,-0.017127,-0.002877,-0.003278
2013-01-09,0.019017,0.016204,0.017056,0.002545,-0.001644
2013-01-10,0.017232,-0.009112,0.001372,0.00795,0.009058
2013-01-11,-0.002148,0.004598,-0.007039,-6.8e-05,0.001224
2013-01-14,-0.007634,-0.009153,-0.006095,-0.00068,0.000136
2013-01-15,-0.004602,0.006928,0.007133,0.00068,0.004482
2013-01-16,-0.007926,-0.009174,-0.002016,-0.000136,0.004463
2013-01-17,0.011984,0.002315,0.006101,0.00646,0.006354
2013-01-18,-0.006579,0.0,0.000545,0.00223,0.009873
2013-01-22,-0.00053,0.018476,0.008522,0.005393,0.009538
2013-01-23,0.004506,-0.002268,0.02,0.001609,-0.003412
2013-01-24,-0.005277,-0.002273,0.003059,0.000268,0.002897
2013-01-25,-0.006631,0.009112,0.013469,0.005622,0.009453
2013-01-28,-0.014686,-0.006772,0.003761,-0.001198,-0.001691
2013-01-29,-0.001355,0.002273,-0.009608,0.003931,0.016154
2013-01-30,0.005427,-0.006803,-0.000776,-0.003916,-0.005
2013-01-31,-0.012146,0.013699,0.000981,-0.002466,-0.00335
2013-02-01,-0.002049,0.006757,0.018419,0.010287,0.009308
2013-02-04,-0.021218,-0.01566,-0.011429,-0.011274,-0.009479
2013-02-05,0.011049,0.015909,0.006744,0.010131,0.008664
2013-02-06,0.005672,0.020134,0.028708,0.000728,0.000641
2013-02-07,0.002737,-0.006579,-0.009293,-0.001323,-0.002563
2013-02-08,-0.013704,-0.002208,0.013746,0.005564,0.009377
2013-02-11,0.010779,0.011062,0.007734,-0.000198,-0.004963
2013-02-12,0.01548,0.012035,0.010101,0.001647,0.002686
2013-02-13,-0.004065,0.003243,0.000173,0.000862,0.003571
2013-02-14,0.014952,0.021552,0.020761,0.000914,0.008643
2013-02-15,0.010737,-0.010549,-0.012487,-0.001182,-0.011467
2013-02-19,-0.007958,0.023454,0.02528,0.007495,0.0116
2013-02-20,0.00107,-0.029167,-0.020246,-0.012463,-0.020917
2013-02-21,-0.015625,-0.034335,-0.033244,-0.006079,-0.00695
2013-02-22,-0.000136,0.017778,0.015799,0.009773,0.010498
2013-02-25,-0.009498,-0.032751,-0.027447,-0.019027,-0.026164
2013-02-26,-0.001575,0.0,0.003763,0.006846,0.009878
2013-02-27,0.007066,-0.004515,0.0,0.012598,0.015258
2013-02-28,-0.006199,-0.002268,0.001874,-0.001975,-0.002055
2013-03-01,-0.000617,-0.004545,-0.013096,0.003298,0.001287
2013-03-04,-0.004115,-0.004566,0.000948,0.005325,-0.002185
2013-03-05,0.008264,0.022936,0.017045,0.008959,0.006442
2013-03-06,0.008743,0.022422,0.031657,0.001361,0.001152
2013-03-07,0.008938,0.0,0.00361,0.001786,0.005114
2013-03-08,0.000537,0.006579,-0.001799,0.00429,0.004834
2013-03-11,-0.005916,-0.002179,0.007207,0.003796,0.000506
2013-03-12,-0.02023,0.004367,0.00483,-0.002243,0.001139
2013-03-13,-0.009642,-0.013044,-0.001246,0.001445,-0.002275
2013-03-14,0.015299,0.002203,0.003565,0.005292,0.013681
2013-03-15,0.004384,-0.002198,-0.009769,-0.001316,-0.000786
2013-03-18,-0.012548,-0.015419,-0.008969,-0.005519,-0.00804
2013-03-19,0.002762,-0.004474,-0.000905,-0.002323,-0.011018
2013-03-20,0.007245,0.004494,0.020833,0.006985,0.005635
2013-03-21,0.014687,-0.008949,-0.016761,-0.008549,-0.005094
2013-03-22,0.013477,-0.009029,-0.005411,0.00804,0.007936
2013-03-25,-0.038564,-0.008702,0.001835,-0.004177,-0.00381
2013-03-26,0.013292,-0.000414,-0.003373,0.008003,0.01058
2013-03-27,0.005992,-0.006896,0.002447,0.0,0.00328
2013-03-28,-0.001357,0.006944,0.007568,0.003073,-0.002892
2013-04-01,0.0,-0.018391,-0.010889,-0.003957,-0.002017
2013-04-02,-0.012228,-0.004684,-0.015707,0.004934,-0.005685
2013-04-03,-0.006878,-0.017647,-0.024977,-0.010139,-0.018678
2013-04-04,0.00831,0.007186,0.014222,0.004059,-0.001295
2013-04-05,-0.008242,-0.001189,-0.003733,-0.004504,0.002204
2013-04-08,0.013851,0.011905,0.015962,0.00678,0.006727
2013-04-09,0.04918,0.042353,0.040536,0.003457,0.008481
2013-04-10,0.010938,0.006772,0.005995,0.012249,0.005352
2013-04-11,0.009789,0.008969,0.012705,0.003277,0.004309
2013-04-12,0.038265,-0.006667,-0.006975,-0.00245,-0.015649
2013-04-15,-0.001229,-0.051454,-0.034566,-0.023186,-0.040769
2013-04-16,0.00738,0.023585,0.023972,0.014776,0.012296
2013-04-17,-0.029182,-0.02765,-0.031075,-0.014612,-0.021917
2013-04-18,-0.018991,-0.00237,-0.013749,-0.006254,0.008504
2013-04-19,0.032051,0.019002,0.007435,0.008693,-0.002008
2013-04-22,0.0,0.016317,0.02583,0.004438,0.01073
2013-04-23,0.010186,0.027523,0.030612,0.010309,0.011545
2013-04-24,0.013281,0.022321,0.015671,0.000634,0.013381
2013-04-25,0.004854,0.017467,0.012027,0.004054,0.000777
2013-04-26,-0.00471,0.004292,-0.005942,-0.001766,-0.001682
2013-04-29,0.022934,0.020299,0.017933,0.006699,0.010106
2013-04-30,0.008304,0.003141,0.005034,0.002385,0.003976
2013-05-01,0.002341,-0.022965,-0.020033,-0.008768,-0.015587
2013-05-02,1.2e-05,0.025641,0.025554,0.009287,0.013108
2013-05-03,0.005868,0.004167,0.015789,0.010128,0.018063
2013-05-06,0.006266,0.012448,0.020123,0.002553,0.006795
2013-05-07,0.003061,-0.016393,-0.016527,0.005068,0.007749
2013-05-08,0.019526,0.004167,0.002445,0.004552,0.001612
2013-05-09,-0.008958,0.014523,0.035772,-0.00281,-0.000867
2013-05-10,0.008021,0.035787,0.028925,0.003248,-0.005205
2013-05-13,0.001578,0.024679,0.025365,0.000795,-0.000125
2013-05-14,0.026292,0.003854,-0.000818,0.010334,0.014204
2013-05-15,0.003754,0.009597,0.014892,0.005356,-0.002826
2013-05-16,-0.003168,0.0,0.004402,-0.004666,-0.004928
2013-05-17,0.004293,0.028517,0.016801,0.009677,0.016714
2013-05-20,0.023066,0.042514,0.018678,-6e-05,0.014126
2013-05-21,0.010526,0.001773,0.0,0.001438,-0.002041
2013-05-22,-0.043357,-0.038938,-0.033216,-0.007418,-0.011551
2013-05-23,-0.021122,0.003683,0.011015,-0.002893,0.000487
2013-05-24,0.024223,0.009174,0.012309,-0.000858,-0.00584
2013-05-28,-0.007026,0.016364,0.034168,0.006001,0.010525
2013-05-29,0.021205,-0.010733,-0.009649,-0.006494,-0.00218
2013-05-30,0.008743,0.012658,0.019492,0.003692,-0.002306
2013-05-31,-0.024919,-0.025,-0.020485,-0.014382,-0.020681
2013-06-03,0.003333,-0.001832,-0.019512,0.005537,0.009689
2013-06-04,-0.00443,-0.012844,0.004975,-0.004807,-0.007874
2013-06-05,-0.020022,-0.022305,-0.015276,-0.013989,-0.011657
2013-06-06,-0.00454,0.016996,0.007613,0.009041,0.007528
2013-06-07,0.009692,0.003851,0.016892,0.012721,0.012578
2013-06-10,0.016375,0.022346,0.012827,0.0,-0.002829
2013-06-11,-0.0234,-0.027322,-0.035294,-0.010328,-0.01517
2013-06-12,-0.003971,-0.018727,-0.015782,-0.008265,-0.006136
2013-06-13,0.023474,0.017176,0.016035,0.015209,0.016759
2013-06-14,-0.01673,-0.005628,-0.002152,-0.006303,-0.009667
2013-06-17,0.030635,0.011321,0.007908,0.007752,0.014391
2013-06-18,0.012225,0.01306,0.019971,0.007875,0.005675
2013-06-19,-0.02621,-0.009208,-0.006301,-0.013787,-0.0092
2013-06-20,-0.034648,-0.040892,-0.036517,-0.024778,-0.029219
2013-06-21,0.002315,0.003318,-0.002418,0.003194,0.001714
2013-06-24,-0.033487,-0.023438,-0.021292,-0.012636,-0.014839
2013-06-25,0.013249,0.022,0.018012,0.009646,0.012855
2013-06-26,0.022185,0.021526,0.023567,0.009869,0.006154
2013-06-27,0.026838,0.02682,0.016134,0.00587,0.001911
2013-06-28,-0.006705,0.005597,0.000871,-0.004097,-0.004197
2013-07-01,0.003318,0.016698,0.01934,0.00586,0.007152
2013-07-02,0.0,-0.010949,0.001368,-0.00093,0.002156
2013-07-03,-0.010262,-0.001845,0.001443,0.000434,-0.000633
2013-07-05,0.004608,0.031423,0.031164,0.010789,0.012408
2013-07-08,0.016055,0.005376,-0.012089,0.005674,0.006503
2013-07-09,0.006772,-0.005348,0.003399,0.007228,0.010189
2013-07-10,-0.001962,0.005376,0.006775,0.000375,-0.00615
2013-07-11,0.023308,0.02139,0.020188,0.013608,0.008044
2013-07-12,-0.001098,0.0,0.011873,0.000418,0.005648
2013-07-15,0.018681,0.029668,0.018905,0.003851,-0.000855
2013-07-16,0.003236,-0.008475,-0.015592,-0.003747,-0.006109
2013-07-17,0.00215,0.006838,0.011289,0.002538,0.004426
2013-07-18,0.001931,-0.003396,-0.010257,0.005477,0.010649
2013-07-19,0.0077,-0.001704,-0.001325,0.001777,0.013928
2013-07-22,0.005324,0.013652,0.014304,0.001951,-0.003225
2013-07-23,-0.001057,0.0,-0.001365,-0.002124,0.001678
2013-07-24,0.002328,-0.021044,-0.016606,-0.003666,-0.011126
2013-07-25,-0.002323,0.012898,0.010509,0.002433,0.006654
2013-07-26,-0.007407,-0.006791,-0.001996,0.001066,-0.002524
2013-07-29,-0.008529,0.001709,0.000641,-0.003075,-0.008313
2013-07-30,0.004312,0.001706,0.014812,-1.2e-05,-0.001944
2013-07-31,-0.002152,0.008518,0.008987,0.000724,0.003287
2013-08-01,0.022532,-0.013514,-0.001895,0.011558,0.016258
2013-08-02,0.008395,0.0,-0.014247,0.001699,-0.004417
2013-08-05,0.007284,0.018836,0.015737,-0.001462,-0.002398
2013-08-06,-0.006157,-0.011765,-0.012642,-0.005682,-0.006131
2013-08-07,-0.029146,-0.039116,-0.041613,-0.00324,-0.003508
2013-08-08,0.012741,0.017699,0.025384,0.003665,0.005462
2013-08-09,0.003912,-0.001739,6.5e-05,-0.002886,-0.003018
2013-08-12,0.008846,0.008711,0.007745,-0.001175,-0.004238
2013-08-13,0.0,-0.008636,-0.003394,0.002951,0.001824
2013-08-14,-0.005219,-0.022648,-0.031614,-0.005129,-0.004612
2013-08-15,-0.019937,-0.028521,-0.024782,-0.013986,-0.005487
2013-08-16,0.002527,0.005505,0.008929,-0.003306,-0.004046
2013-08-19,-0.027084,-0.025547,-0.014976,-0.006392,-0.015881
2013-08-20,0.0,0.022472,0.022115,0.004916,0.00613
2013-08-21,-0.008825,0.007326,-0.001352,-0.00616,-0.005471
2013-08-22,0.022194,0.021818,0.022343,0.009115,0.014877
2013-08-23,0.006349,0.014235,0.011258,0.003372,0.007145
2013-08-26,-0.021166,0.0,0.001958,-0.003721,-0.001712
2013-08-27,-0.026617,-0.036842,-0.031366,-0.016084,-0.006248
2013-08-28,0.002486,0.007286,0.010796,0.003551,0.016644
2013-08-29,0.002029,0.005425,0.009353,0.001586,-0.010429
2013-08-30,0.00225,-0.010791,-0.009266,-0.003167,-0.000368
2013-09-03,0.025814,0.018182,0.009439,0.004522,0.007356
2013-09-04,-0.00523,0.021429,0.017763,0.008273,0.005416
2013-09-05,0.023955,0.017483,0.011046,0.001267,0.003329
2013-09-06,0.009688,-0.005155,-0.007712,0.000482,-0.000121
2013-09-09,0.005298,0.018998,0.009067,0.0096,0.011161
2013-09-10,0.009524,0.015254,0.01733,0.007373,0.000418
2013-09-11,0.006289,-0.011686,-0.006309,0.003139,0.007634
2013-09-12,-0.013542,-0.018581,-0.010794,-0.002656,-0.005919
2013-09-13,0.006336,0.012048,0.003851,0.002249,-0.000357
2013-09-16,0.009444,0.005102,0.002558,0.005787,-0.000238
2013-09-17,-0.002692,0.0,0.002883,0.004463,0.004528
2013-09-18,0.02563,0.016921,0.011752,0.01158,0.012098
2013-09-19,-0.006098,0.009983,0.008359,-0.001682,-0.002461
2013-09-20,-0.01227,-0.000878,-0.001172,-0.006958,-0.008075
2013-09-23,0.010352,-0.006623,-0.011249,-0.004628,-0.004879
2013-09-24,0.001025,0.0075,0.003797,-0.002354,0.000957
2013-09-25,0.003071,0.019024,0.011328,-0.00289,-0.000239
2013-09-26,0.019388,0.011364,0.004978,0.003845,0.001792
2013-09-27,0.013013,0.008026,0.004334,-0.004603,-0.003459
2013-09-30,0.011759,0.011146,0.004932,-0.005322,-0.007672
2013-10-01,0.012794,0.017323,0.027798,0.007916,0.006405
2013-10-02,0.008679,0.003096,-0.007945,-0.000945,0.002277
2013-10-03,-0.000956,0.0,0.0,-0.009221,-0.008729
2013-10-04,0.01244,0.007716,0.014982,0.007577,0.010133
2013-10-07,-0.016068,-0.006126,-0.004683,-0.008645,-0.00824
2013-10-08,-0.000961,-0.021572,-0.023824,-0.011647,-0.010716
2013-10-09,0.003846,-0.022047,-0.014643,0.000725,-0.00353
2013-10-10,0.018199,0.033816,0.029016,0.021558,0.018566
2013-10-11,0.0,0.024922,0.024394,0.006443,0.010793
2013-10-14,0.005644,0.003799,0.012688,0.003994,0.006762
2013-10-15,-0.00131,-0.005299,-0.00696,-0.007254,-0.003653
2013-10-16,0.014406,0.009132,0.016355,0.013966,0.015021
2013-10-17,0.015494,0.010558,0.001149,0.006683,0.002097
2013-10-18,0.014767,0.014925,0.018944,0.006743,0.01093
2013-10-21,-0.000896,-0.001471,0.000563,6.9e-05,-0.004486
2013-10-22,0.008072,0.010309,0.009572,0.005791,0.005546
2013-10-23,-0.025801,-0.017493,-0.032348,-0.004789,-0.015638
2013-10-24,-0.004658,0.005935,0.009798,0.003322,0.004798
2013-10-25,-0.015873,-0.026549,-0.013699,0.004568,0.006041
2013-10-28,-0.009883,-0.021212,-0.012732,0.001591,0.000808
2013-10-29,0.007533,0.018576,0.016999,0.005334,0.007038
2013-10-30,-0.007477,-0.024316,-0.017867,-0.004967,-0.00676
2013-10-31,-0.002825,0.0,-0.000587,-0.002836,-0.003461
2013-11-01,0.002937,0.010903,0.017616,0.002389,-0.003588
2013-11-04,0.021081,0.03698,0.035776,0.003519,0.01243
2013-11-05,-0.004149,0.008915,0.008914,-0.003167,-0.009065
2013-11-06,0.007417,-0.0162,-0.017118,0.005106,0.002953
2013-11-07,-0.034935,-0.046407,-0.046629,-0.012643,-0.015413
2013-11-08,0.013333,0.029827,0.028285,0.013491,0.014892
2013-11-11,0.00188,0.021341,0.016619,0.000169,0.001849
2013-11-12,-0.010882,-0.020896,-0.014092,-0.00203,-0.009226
2013-11-13,0.012898,0.021341,0.016009,0.008024,0.00873
2013-11-14,0.014045,-0.004478,0.000563,0.004989,0.006
2013-11-15,0.00554,-0.001499,-0.002812,0.004351,0.005506
2013-11-18,0.0,-0.018018,-0.020869,-0.003499,-0.007643
2013-11-19,-0.02112,-0.025994,-0.02477,-0.002174,0.001724
2013-11-20,-0.009381,-0.007849,-0.000591,-0.003128,-0.00241
2013-11-21,0.010133,0.017405,0.022459,0.008069,0.009548
2013-11-22,-0.002494,-0.006221,-0.009827,0.005002,0.005356
2013-11-25,-0.012161,-0.014085,-0.010508,-0.000995,-0.009067
2013-11-26,-0.001046,-0.003175,0.00531,0.000277,-0.002516
2013-11-27,0.005619,0.011146,0.011737,0.002435,-0.006765
2013-11-29,0.001989,0.00315,0.00116,-0.000663,-0.002078
2013-12-02,-0.010397,-0.007849,-0.005794,-0.002597,0.000694
2013-12-03,-0.015282,-0.006329,0.011072,-0.004321,0.002428
2013-12-04,0.003851,0.004777,0.004035,-0.000111,-0.003229
2013-12-05,-0.006735,-0.007924,-0.004018,-0.004395,-0.003355
2013-12-06,0.009708,-0.007987,-0.008069,0.011177,0.003134
