date,XLE,SPY
2011-07-07,0.015054000000000001,0.010376000000000002
2011-07-08,-0.008383,-0.007092
2011-07-11,-0.023735,-0.01808
2011-07-12,-0.003664,-0.004319
2011-07-13,0.007488,0.0033489999999999995
2011-07-14,-0.006636,-0.006902
2011-07-15,0.026854,0.005805
2011-07-18,-0.0033829999999999997,-0.008201
2011-07-19,0.018212,0.016232
2011-07-20,-0.0025,-0.000603
2011-07-21,0.019666,0.013871
2011-07-22,0.005042,0.000669
2011-07-25,-0.004014,-0.005573
2011-07-26,-0.004785,-0.0037360000000000006
2011-07-27,-0.018917,-0.020476
2011-07-28,-0.004063,-0.00291
2011-07-29,-0.009972,-0.006835
2011-08-01,-0.001439,-0.004253
2011-08-02,-0.027836,-0.025548
2011-08-03,-0.005793999999999999,0.005419
2011-08-04,-0.06851,-0.04684200000000001
2011-08-05,-0.0048015,-0.0007485
2011-08-08,-0.04253,-0.0325615
2011-08-09,0.0254495,0.0232495
2011-08-10,-0.017265,-0.022089000000000004
2011-08-11,0.025953500000000004,0.022442000000000004
2011-08-12,0.003686,0.0033665
2011-08-15,0.016876,0.0105825
2011-08-16,-0.008307,-0.0042695
2011-08-17,0.001983,0.0003345
2011-08-18,-0.028973,-0.0215595
2011-08-19,-0.0088535,-0.0081655
2011-08-22,-0.0040325,0.0003995
2011-08-23,0.022557,0.0164555
2011-08-24,0.0029744999999999997,0.0070425
2011-08-25,-0.010546,-0.007622
2011-08-26,0.009689,0.007267
2011-08-29,0.0145875,0.014368
2011-08-30,0.002953,0.0013185
2011-08-31,0.003743,0.002219
2011-09-01,-0.003788,-0.0052365
2011-09-02,-0.027892,-0.012775000000000002
2011-09-06,-0.0054365,-0.0036485000000000003
2011-09-07,0.036641,0.014104
2011-09-08,-0.0058175,-0.005196000000000001
2011-09-09,-0.01654,-0.013105
2011-09-12,0.00235,0.003235
2011-09-13,0.001419,0.0045855
2011-09-14,0.012389,0.006922
2011-09-15,0.019867,0.0086285
2011-09-16,-0.00223,0.002948
2011-09-19,-0.0158,-0.0049825
2011-09-20,-0.006209,-0.000582
2011-09-21,-0.041603,-0.014729
2011-09-22,-0.028224,-0.016162
2011-09-23,-0.0053925,0.0030125
2011-09-26,0.0182285,0.011890000000000001
2011-09-27,0.007314499999999999,0.005591999999999999
2011-09-28,-0.0163615,-0.010188
2011-09-29,0.004773,0.00393
2011-09-30,-0.0146815,-0.012494499999999999
2011-10-03,-0.0170055,-0.014229
2011-10-04,0.016366,0.010961500000000002
2011-10-05,0.018417,0.0092575
2011-10-06,0.0094185,0.0090455
2011-10-07,-0.006162999999999999,-0.003348
2011-10-10,0.02266,0.016723
2011-10-11,0.001021,0.0005015
2011-10-12,0.0026649999999999994,0.004386
2011-10-13,-0.0007015000000000001,-0.000994
2011-10-14,0.0199875,0.008547
2011-10-17,-0.009084,-0.0095455
2011-10-18,0.0160575,0.009773
2011-10-19,-0.005186,-0.0059145
2011-10-20,0.003893,0.002188
2011-10-21,0.009211,0.0094935
2011-10-24,0.0065645,0.0061305
2011-10-25,-0.010439,-0.009726
2011-10-26,0.010809,0.005083500000000001
2011-10-27,0.022168,0.0174175
2011-10-28,0.003377,-0.00011650000000000001
2011-10-31,-0.022795999999999997,-0.012053000000000001
2011-11-01,-0.0161385,-0.013936499999999998
2011-11-02,0.015045999999999999,0.0081475
2011-11-03,0.0131675,0.0091135
2011-11-04,-0.0004205,-0.0030455
