date,ICLN,PBW,QCLN,IXC,VDE,XLE,Equal_Weighted,Markowitz,Risk_Parity
2011-02-28,0.041844,0.03164,0.014277,0.06327,0.075272,0.073684,0.04999783333333333,0.050840640803579765,0.05206074414523814
2011-03-31,0.097206,0.000929,-0.01173,0.008858,0.01761,0.018652,0.021920833333333334,0.006969421531037764,0.02256884884024399
2011-04-29,-0.025464,-0.044568,0.007033,0.022287,0.011651,0.009141,-0.00332,0.008330425468613902,-0.0011877540607128695
2011-05-31,-0.073489,-0.071915,-0.051655,-0.048668,-0.043865,-0.041862,-0.05524233333333333,-0.04562763395913854,-0.054343865177072966
2011-06-30,-0.038036,-0.057592,-0.049838,-0.023342,-0.020902,-0.019394,-0.03485066666666666,-0.031100418896355942,-0.033261471443764554
2011-07-29,-0.094445,-0.078889,-0.097449,-0.002395,0.01574,0.014599,-0.040473166666666664,-0.02848603562274637,-0.036012276757579
2011-08-31,-0.098841,-0.125452,-0.101449,-0.095318,-0.106866,-0.102158,-0.105014,-0.10188537317706226,-0.10414761523734652
2011-09-30,-0.29879,-0.235546,-0.192742,-0.119427,-0.139097,-0.143729,-0.1882218333333333,-0.16257562690077168,-0.18355605016695553
2011-10-31,0.057174,0.106422,0.114885,0.169379,0.184503,0.19142,0.13729716666666666,0.1619905304745565,0.14068901285394272
2011-11-30,-0.047959,-0.084577,-0.078853,0.005412,0.016232,0.01664,-0.028850833333333336,-0.02007925698560367,-0.024350802771083303
2011-12-30,-0.060201,-0.076882,-0.067121,-0.009808,-0.014452,-0.020638,-0.04151699999999999,-0.038511783653899394,-0.038550386380346593
2012-01-31,0.086651,0.136095,0.12512,0.030636,0.020335,0.022566,0.07023383333333333,0.0620003740473291,0.06512099387753824
2012-02-29,0.029364,0.0,0.015162,0.055894,0.060859,0.059273,0.03675866666666667,0.042311304955421195,0.03928179056892936
2012-03-30,-0.04737,-0.030649,-0.018579,-0.04283,-0.036107,-0.037999,-0.035588999999999996,-0.030531562903454455,-0.0362855990966198
2012-04-30,-0.062857,-0.086331,-0.060065,-0.012318,-0.010648,-0.007108,-0.03988783333333333,-0.027471185701429562,-0.036658955095701634
2012-05-31,-0.173311,-0.161417,-0.142939,-0.116315,-0.110801,-0.106822,-0.1352675,-0.12070981800288029,-0.13320339420188337
2012-06-29,0.045625,0.063629,0.075069,0.059184,0.051443,0.047951,0.05715016666666666,0.058378495323590206,0.056570511965667265
2012-07-31,-0.125485,-0.097285,-0.062728,0.024263,0.039161,0.04942,-0.028775666666666668,0.0062965120750057045,-0.022948666964520432
2012-08-31,0.064286,0.0401,0.047433,0.038223,0.022255,0.026992,0.03988149999999999,0.03485203510249677,0.039386869584575275
2012-09-28,0.01936,0.008947,-0.017134,0.019705,0.035123,0.031297,0.016216333333333333,0.012674165498311171,0.017438036855415322
2012-10-31,-0.049635,-0.055288,-0.031425,-0.010425,-0.024304,-0.020357,-0.031905666666666666,-0.024612900812799484,-0.030326905076645348
2012-11-30,0.021505,-0.025445,0.034763,-0.017729,-0.013317,-0.012234,-0.0020761666666666667,0.005837428487453694,-0.0027567760946834038
2012-12-31,0.096912,0.065274,0.045185,0.012792,0.012273,0.010286,0.040453666666666666,0.023705468961500657,0.038136856836824815
2013-01-31,0.020921,0.088235,0.109794,0.055948,0.08009,0.08303,0.073003,0.09332137417363259,0.07158464051940819
2013-02-28,-0.003484,-0.009009,0.036847,-0.02414,0.003259,0.004396,0.001311499999999999,0.01687415660247164,0.00023487614154564645
2013-03-28,0.008979,-0.011364,0.03971,0.013066,0.022561,0.025449,0.016400166666666667,0.030932682823575485,0.016864171665017597
2013-04-30,0.154891,0.101149,0.078949,0.001503,-0.012885,-0.013113,0.051749,0.022286958495477627,0.04687114889171669
2013-05-31,0.058824,0.139875,0.19783,0.003501,0.026822,0.028491,0.0758905,0.09360574410360066,0.06865111485822561
2013-06-28,-0.018012,-0.002359,-0.012948,-0.032927,-0.020984,-0.022679,-0.018318166666666667,-0.018937206468255165,-0.019422224514467883
2013-07-31,0.06624,0.09833,0.120605,0.052508,0.052206,0.052618,0.07375116666666666,0.07876056672929153,0.07112682052197314
2013-08-30,-0.043991,-0.070946,-0.053696,-0.006453,-0.014961,-0.010313,-0.03339333333333334,-0.02699476228421396,-0.030649602167351735
2013-09-30,0.149158,0.159031,0.089065,0.024732,0.023769,0.021229,0.07783066666666666,0.047313503752897175,0.07240735007439927
2013-10-31,0.034281,0.011024,0.044785,0.043393,0.045344,0.041986,0.036802166666666664,0.0430622799399192,0.037758971658083715
2013-11-29,-0.000944,-0.007788,0.013506,-0.004673,0.001684,0.000579,0.0003940000000000001,0.00554972911158827,0.0002563103841803354
2013-12-31,-0.001608,0.012121,0.038835,0.027306,0.029569,0.028606,0.0224715,0.032539285996939456,0.022792277851783158
2014-01-31,-0.008611,0.028169,0.046875,-0.062008,-0.061299,-0.05796,-0.019139,-0.017648528938395896,-0.023837152579497208
2014-02-28,0.079333,0.117199,0.102345,0.058954,0.055696,0.051211,0.07745633333333332,0.07087320023145004,0.07478461538898316
2014-03-31,0.002578,-0.033533,-0.017157,0.019567,0.024902,0.020959,0.0028860000000000005,0.006302520475183842,0.00521832250341571
2014-04-30,-0.044821,-0.069209,-0.071393,0.059858,0.050697,0.052549,-0.0037198333333333337,0.004890447547886341,0.0025326168932089652
2014-05-30,0.041597,-0.021244,-0.00973,0.006683,0.012822,0.016749,0.007812833333333333,0.006567214887773978,0.009051460574666945
2014-06-30,0.07313,0.074115,0.102037,0.051759,0.053494,0.055121,0.068276,0.07316128212263288,0.06671685225401422
2014-07-31,-0.056492,-0.087083,-0.071046,-0.042045,-0.037372,-0.034665,-0.05478383333333333,-0.04865433208081479,-0.05277180901089856
2014-08-29,0.052726,0.085851,0.096909,0.024742,0.026556,0.021836,0.05143666666666666,0.05070329686657895,0.048237814597414566
2014-09-30,-0.07725,-0.066335,-0.086514,-0.079572,-0.078308,-0.077342,-0.07755350000000001,-0.08086884516217896,-0.07779530494006527
2014-10-31,-0.038639,-0.045814,-0.042954,-0.046305,-0.039887,-0.035312,-0.04148516666666666,-0.038250524937785836,-0.04140308763392448
2014-11-28,-0.020861,-0.087748,-0.027367,-0.086821,-0.092541,-0.086937,-0.06704583333333333,-0.06403096355091566,-0.06822617711707835
2014-12-31,-0.03677,-0.033207,-0.027592,-0.012148,-0.003598,-0.002187,-0.01925033333333333,-0.01195580738608339,-0.0181325151329339
2015-01-30,0.030475,-0.066414,-0.036564,-0.048669,-0.048558,-0.045604,-0.035889,-0.04212791187678827,-0.03565579999230309
2015-02-27,0.095729,0.115854,0.109036,0.050594,0.049058,0.04593,0.07770016666666665,0.07019570985657068,0.07455651219988145
2015-03-31,0.084978,0.018384,0.009098,-0.040355,-0.019119,-0.011707,0.006879833333333333,-0.003706998517320806,0.004507531431636302
2015-04-30,0.053235,0.030466,0.01779,0.091393,0.070553,0.065739,0.05486266666666667,0.047301505595146134,0.05764368283078956
2015-05-29,-0.027222,-0.019131,0.038136,-0.052402,-0.050774,-0.051887,-0.027213333333333332,-0.017271083947357407,-0.029865079060042526
2015-06-30,-0.071937,-0.033174,-0.056944,-0.037496,-0.03692,-0.034713,-0.04519733333333333,-0.04326133131273449,-0.044889580258583514
2015-07-31,-0.055755,-0.094096,-0.0758,-0.062893,-0.085367,-0.076903,-0.07513566666666667,-0.07647887110620546,-0.07428475858602614
2015-08-31,-0.100952,-0.105906,-0.110199,-0.057047,-0.040994,-0.042519,-0.07626949999999999,-0.06854351816139043,-0.07350711009006043
2015-09-30,-0.040254,-0.060904,-0.074098,-0.071821,-0.075632,-0.071532,-0.06570683333333333,-0.07251868607568156,-0.06606193073931745
2015-10-30,0.081678,0.087805,0.066286,0.108052,0.114913,0.111601,0.09505583333333333,0.09417633923635628,0.09654137205255404
2015-11-30,-0.038776,-0.040359,-0.009666,-0.012583,-0.00254,-0.000147,-0.017345166666666665,-0.0038072746509792473,-0.01631602281813924
2015-12-31,0.052681,0.108867,0.085876,-0.09014,-0.110938,-0.10523,-0.009813999999999996,-0.03174534326609517,-0.019483460176818714
2016-01-29,-0.115854,-0.147679,-0.105913,-0.027471,-0.037741,-0.03498,-0.078273,-0.062255371553515175,-0.07327214866773726
2016-02-29,-0.033333,0.005743,-0.007324,-0.007337,-0.022167,-0.028002,-0.015403333333333331,-0.02005083294117566,-0.016092672965725235
2016-03-31,0.110571,0.002626,0.042541,0.09054,0.105933,0.101845,0.075676,0.07904124667489512,0.07938176687908843
2016-04-29,-0.014979,0.014852,0.006077,0.091494,0.102773,0.090645,0.048477000000000006,0.058126657034981294,0.05253957814593125
2016-05-31,-0.052174,-0.05122,-0.012081,-0.027631,-0.017012,-0.009333,-0.028241833333333334,-0.010389669265772766,-0.027497205194405523
2016-06-30,0.025014,-0.009046,-0.025713,0.048082,0.028314,0.027014,0.015610833333333332,0.006739254593740645,0.018318721563352267
2016-07-29,0.036765,0.028796,0.081526,-0.020427,-0.019239,-0.012603,0.015802999999999998,0.023591767582942076,0.01250044780552518
2016-08-31,0.00989,-0.025216,-0.030689,0.008215,0.018973,0.016771,-0.00034266666666666603,-0.0014784626468615498,0.001528641283255563
2016-09-30,-0.003264,0.015983,0.015607,0.030085,0.034105,0.036645,0.021526833333333332,0.028555404653083157,0.022362566159136794
2016-10-31,-0.032347,-0.052636,-0.040698,-0.015516,-0.037056,-0.028183,-0.034406000000000006,-0.03299530562632685,-0.03309902320840866
2016-11-30,-0.093279,-0.001446,0.046021,0.056276,0.097587,0.084669,0.03163799999999999,0.06980795422722491,0.0343745908715238
2016-12-30,-0.001478,0.007329,0.016268,0.032171,0.019496,0.017364,0.015191666666666666,0.016942562767362827,0.0160207892957131
2017-01-31,0.046954,0.021739,0.027765,-0.026149,-0.034677,-0.03213,0.000583666666666669,-0.009098993568609933,-0.002059036931384577
2017-02-28,0.043636,0.053192,0.0522,-0.023016,-0.026522,-0.020851,0.013106500000000002,0.007238791315126065,0.009365761087194781
2017-03-31,-0.005807,0.013482,0.006527,0.002718,-0.010918,-0.014864,-0.0014770000000000004,-0.00663866802614801,-0.0021478207030633575
2017-04-28,-0.009346,0.04,0.002983,-0.021386,-0.03495,-0.029471,-0.008695,-0.01699168982846092,-0.011176877210708678
2017-05-31,0.024764,-0.004808,0.038073,-0.015082,-0.040501,-0.035377,-0.005488499999999999,-0.007133783998904741,-0.007213939379229008
2017-06-30,0.001478,0.055447,0.038143,-0.013586,-0.00517,-0.001083,0.012538166666666666,0.01400030007976804,0.009709698763772772
2017-07-31,0.054907,0.046083,0.048093,0.035438,0.025763,0.026186,0.03941166666666666,0.034609745853451244,0.03866529709108326
2017-08-31,0.011074,-0.030837,-0.011071,-0.029247,-0.055739,-0.054788,-0.028434666666666667,-0.037977807026277996,-0.029241588052823644
2017-09-29,-0.016429,0.071891,0.026544,0.089423,0.104503,0.101245,0.06286283333333333,0.0725207456977833,0.06491435547568321
2017-10-31,0.036192,0.046809,0.060727,0.002942,-0.010686,-0.008324,0.021276666666666662,0.018227699225209375,0.018649889837517884
2017-11-30,-0.042085,0.013008,-0.001961,0.013494,0.020631,0.017523,0.003435,0.010030953430015793,0.0039036384202157655
2017-12-29,0.055626,0.018781,-0.001444,0.045139,0.053548,0.052364,0.03733566666666666,0.03167358520644066,0.03908928429742611
2018-01-31,0.026824,-0.020505,0.022168,0.034881,0.031531,0.035843,0.021790333333333335,0.030584647667597307,0.02368368365776859
2018-02-28,-0.021944,-0.016908,-0.043374,-0.091873,-0.107377,-0.10835,-0.064971,-0.08336523209139325,-0.06849088429491174
2018-03-29,0.017094,0.025657,-0.016131,0.017061,0.020328,0.017153,0.013526999999999999,0.004354535719803207,0.01388949146949483
2018-04-30,0.034664,-0.014752,-0.018443,0.090053,0.096893,0.094941,0.047226,0.05134224161922144,0.05251159045850876
2018-05-31,-0.014213,0.065722,0.05167,0.011879,0.035926,0.029942,0.03015433333333333,0.03829691623242747,0.028224196958009873
2018-06-29,-0.088161,-0.042914,-0.02995,0.010382,0.007296,0.005688,-0.022943166666666664,-0.008015631475112767,-0.02054393495539322
2018-07-31,0.043528,0.011222,0.024115,0.014179,0.010849,0.015539,0.019905333333333334,0.018836669440781387,0.019765443377291563
2018-08-31,-0.04281,0.024178,0.027054,-0.034819,-0.029561,-0.034751,-0.015118166666666665,-0.010985554595674709,-0.017957916804259847
2018-09-28,-0.013762,-0.035956,-0.037468,0.030883,0.026254,0.024357,-0.0009486666666666661,0.0005838641352251292,0.0022510548945638862
2018-10-31,-0.056977,-0.064113,-0.050254,-0.093849,-0.121111,-0.113282,-0.08326433333333333,-0.08904628293918268,-0.08539945662106167
2018-11-30,0.108508,0.051271,0.04543,-0.028379,-0.028361,-0.015634,0.022139166666666665,0.00784651384466822,0.018361172371319776
2018-12-31,-0.069501,-0.119019,-0.094934,-0.099976,-0.133478,-0.124489,-0.1068995,-0.11312442207062805,-0.10696485961170549
2019-01-31,0.14891,0.193268,0.102974,0.105962,0.117105,0.112119,0.13005633333333333,0.10860253695942795,0.1275686852446545
2019-02-28,0.022129,0.1021,0.076956,0.027418,0.021709,0.023048,0.045559999999999996,0.043776867095807255,0.04234498724987146
2019-03-29,0.006186,-0.047636,-0.038022,0.010495,0.023148,0.021205,-0.004103999999999999,-0.0015691450523739785,-0.0012717236503553663
2019-04-30,0.040984,0.055991,0.04342,0.001187,-0.001902,-0.000151,0.023254833333333332,0.016603052612440043,0.02075345185195623
2019-05-31,-0.016732,-0.050901,-0.102675,-0.080913,-0.117027,-0.111027,-0.07987916666666667,-0.10781546371625395,-0.08106591370726357
2019-06-28,0.072886,0.112372,0.123567,0.068899,0.088065,0.093865,0.09327566666666666,0.10528610281367638,0.09139189170123346
2019-07-31,0.008459,0.024571,0.053055,-0.031722,-0.024112,-0.015853,0.002399666666666666,0.010643712432994851,-0.0006456863220844298
2019-08-30,0.013048,-0.037218,-0.044085,-0.071883,-0.08714,-0.083254,-0.051755333333333334,-0.06819261773251327,-0.05365383860788367
2019-09-30,0.00276,0.000918,0.012899,0.047293,0.038995,0.039674,0.0237565,0.029378396073120143,0.025693030639040534
2019-10-31,-0.022018,-0.005142,0.021742,-0.010471,-0.026275,-0.020946,-0.010518333333333333,-0.004531481216409062,-0.011465627924140675
2019-11-29,0.032364,0.073398,0.048662,0.01455,0.010794,0.016046,0.03263566666666667,0.028587602901180707,0.03022021247719798
2019-12-31,0.07512,0.104487,0.086273,0.053187,0.071046,0.06002,0.07502216666666667,0.07011488290914572,0.07304812113559694
2020-01-31,0.031489,0.05054,0.059261,-0.094389,-0.118051,-0.109927,-0.030179499999999995,-0.04487031887279368,-0.037820791858887
2020-02-28,0.036304,0.046162,-0.006258,-0.131447,-0.149437,-0.152882,-0.059592999999999986,-0.09650169635201372,-0.06779570566095454
2020-03-31,-0.23965,-0.284208,-0.232679,-0.303505,-0.363782,-0.345576,-0.2949,-0.3021645043311688,-0.2977287962494749
2020-04-30,0.126702,0.19172,0.220948,0.162818,0.322083,0.307639,0.22198500000000002,0.274304314658258,0.22283103375691019
2020-05-29,0.107807,0.090454,0.098856,0.022913,0.016624,0.02,0.059442333333333326,0.05032194746061766,0.055844942708183395
2020-06-30,0.05476,0.16748,0.107078,-0.007898,-0.008334,-0.010551,0.05042249999999999,0.034680058611202644,0.04295785801513488
2020-07-31,0.15016,0.145213,0.174352,-0.036848,-0.041948,-0.048085,0.05714066666666666,0.0374471475511998,0.047426959877969396
2020-08-31,0.190278,0.220503,0.24133,0.010096,-0.006225,-0.010547,0.1075725,0.08630550533298664,0.09647512152131928
2020-09-30,0.078763,0.070475,0.024424,-0.137296,-0.146745,-0.14464,-0.04250316666666666,-0.07963099972758109,-0.05212350358855766
2020-10-30,0.057869,0.04179,0.06832,-0.05122,-0.034731,-0.041069,0.0068264999999999975,0.0009935889059742567,0.0019417396549308282
2020-11-30,0.202965,0.451042,0.337906,0.289203,0.280391,0.279944,0.3069085,0.30223172342893784,0.3011351853453642
2020-12-31,0.202042,0.1283,0.10902,0.042162,0.053049,0.045162,0.09662250000000001,0.06971687116947503,0.09269930234129939
2021-01-29,0.055241,0.155721,0.137263,0.028557,0.049557,0.037467,0.077301,0.07584085955133155,0.07172344126487333
2021-02-26,-0.13255,-0.095657,-0.084638,0.153662,0.224509,0.224568,0.04831566666666666,0.10567117431130482,0.06180111195749666
2021-03-31,-0.059961,-0.088166,-0.061688,0.022822,0.030573,0.029698,-0.02112033333333333,-0.005442020932281704,-0.016011920925707475
2021-04-30,-0.043621,-0.106718,-0.054665,0.00284,0.004265,0.006726,-0.03186216666666667,-0.01688025287301891,-0.027413074836835024
2021-05-28,-0.013769,-0.054614,-0.036392,0.057848,0.065456,0.057097,0.012604333333333332,0.021148327151444598,0.017826919441708985
2021-06-30,0.02898,0.124632,0.107648,0.033165,0.052064,0.041952,0.06474016666666667,0.06721362448479175,0.06088199740854099
2021-07-30,-0.031969,-0.102157,-0.0354,-0.06619,-0.086968,-0.083163,-0.06764116666666667,-0.06479702687732726,-0.06749817927656362
2021-08-31,0.027301,-0.022708,0.003445,-0.008055,-0.018473,-0.020045,-0.006422499999999999,-0.011012554201964226,-0.006448474130050364
2021-09-30,-0.07201,-0.05207,-0.065532,0.090134,0.100179,0.088469,0.014861666666666667,0.029252070015184883,0.022224177204572516
2021-10-29,0.167206,0.149404,0.236582,0.081937,0.099053,0.103283,0.1395775,0.15453953437345128,0.1349954559737309
2021-11-30,-0.070439,-0.038184,-0.003876,-0.063683,-0.057498,-0.050113,-0.04729883333333333,-0.032333809009630475,-0.048935636498877604
2021-12-31,-0.093376,-0.157128,-0.118532,0.035959,0.026118,0.029401,-0.046259666666666664,-0.0274826442844115,-0.03762527621035567
2022-01-31,-0.114313,-0.209185,-0.159776,0.164667,0.174849,0.187748,0.007331666666666661,0.054117021135947886,0.02515136538900391
2022-02-28,0.104533,0.050992,0.045701,0.048689,0.075016,0.070692,0.06593716666666667,0.06108238514522299,0.06626429774536156
2022-03-31,0.039112,0.101816,0.08205,0.075893,0.10039,0.092944,0.08203416666666666,0.08875500619311188,0.08155571393016167
2022-04-29,-0.124535,-0.217838,-0.191891,-0.018534,-0.016723,-0.016876,-0.09773283333333332,-0.08417329677919246,-0.08843566996570938
2022-05-31,0.055202,0.049068,0.067982,0.139515,0.151924,0.160346,0.10400616666666666,0.12482991555173364,0.10845748626887981
2022-06-30,-0.034691,-0.138889,-0.063809,-0.143192,-0.171246,-0.170584,-0.12040183333333333,-0.12952655427478632,-0.12262167832300855
2022-07-29,0.170079,0.223583,0.194061,0.069953,0.105559,0.09663,0.14331083333333333,0.1340944626031683,0.13685207632796484
2022-08-31,-0.004935,0.028071,0.028397,0.017931,0.032009,0.026524,0.021332833333333332,0.02724421162110349,0.021064505896072096
2022-09-30,-0.139315,-0.155004,-0.110335,-0.096748,-0.094048,-0.094829,-0.1150465,-0.10079141398656205,-0.11294953968770903
2022-10-31,-0.010477,-0.042549,-0.010532,0.20192,0.240205,0.249653,0.10470333333333333,0.1496058773962564,0.11698824778373354
2022-11-30,0.120169,0.022545,0.04435,0.0332,0.013097,0.012778,0.04102316666666667,0.024918160865712448,0.040646495752950096
2022-12-30,-0.060191,-0.174133,-0.196951,-0.0315,-0.039089,-0.030942,-0.08880099999999999,-0.09477628243874503,-0.08153658966700172
2023-01-31,0.044836,0.201409,0.186056,0.031547,0.029683,0.028124,0.0869425,0.08885248998618074,0.07898598661045624
2023-02-28,-0.074253,-0.067752,-0.039486,-0.049478,-0.066304,-0.069387,-0.06111,-0.057889377104850245,-0.061043902541945215
2023-03-31,0.030208,-0.048176,-0.027489,-0.012294,-0.011665,-0.000773,-0.011698166666666666,-0.011045917068553585,-0.010273030776623128
2023-04-28,-0.054095,-0.123237,-0.139192,0.041314,0.023724,0.027768,-0.03728633333333334,-0.03643196383312272,-0.029221262272734957
2023-05-31,-0.019776,0.032741,0.067616,-0.097152,-0.094664,-0.100317,-0.03525866666666667,-0.03574289526600505,-0.04226381485069469
2023-06-30,0.010067,0.103545,0.069154,0.068532,0.075574,0.069015,0.06598116666666666,0.0690684487001246,0.06505692242219445
2023-07-31,-0.006522,0.086241,0.066654,0.062332,0.082913,0.077738,0.061559333333333334,0.07347594681884084,0.06117754467632921
2023-08-31,-0.12035,-0.16659,-0.128825,0.017451,0.019468,0.016461,-0.0603975,-0.03940481184390913,-0.05202874224897907
2023-09-29,-0.090796,-0.129347,-0.102732,0.025603,0.023879,0.024107,-0.041547666666666656,-0.024665515648235825,-0.034437738300719764
2023-10-31,-0.110123,-0.205218,-0.212526,-0.041687,-0.053653,-0.057529,-0.11345599999999999,-0.11712891491520437,-0.10562567154148494
2023-11-30,0.092237,0.061249,0.090259,0.005311,-0.011839,-0.00716,0.03834283333333334,0.030299848326898554,0.03474748905291572
2023-12-29,0.104346,0.128316,0.154426,-9.5e-05,-0.001519,0.000735,0.06436816666666666,0.05983272784784657,0.05757262776592348
2024-01-31,-0.113038,-0.203903,-0.176903,-0.008438,-0.007844,-0.005129,-0.08587583333333332,-0.07118005766333746,-0.07677308402684486
2024-02-29,0.007241,0.004227,0.012677,0.017277,0.03197,0.03273,0.017687,0.025019159830225145,0.018450600580574177
2024-03-28,0.005032,-0.023625,-0.013371,0.08872,0.104729,0.104527,0.04433533333333333,0.05919250469575046,0.04995954257973388
2024-04-30,-0.053648,-0.115835,-0.067474,0.004191,-0.010175,-0.009427,-0.04206133333333333,-0.03174740788584855,-0.03733058413928037
2024-05-31,0.131519,0.128067,0.168213,0.008579,0.001534,-0.003422,0.072415,0.06257560896321286,0.06558314902810088
2024-06-28,-0.103816,-0.117415,-0.095098,-0.025111,-0.015637,-0.014326,-0.0619005,-0.045384693571687756,-0.05756459892649712
2024-07-31,0.062312,0.069975,0.076742,0.015177,0.0243,0.0226,0.045184333333333326,0.04341884548306738,0.04250439556685946
2024-08-30,0.009894,-0.102505,-0.036865,-0.004509,-0.024795,-0.020706,-0.02991433333333333,-0.026919507520240957,-0.026729134248009538
2024-09-30,0.027992,0.038776,0.02036,-0.035042,-0.030666,-0.030155,-0.0014558333333333335,-0.010730819519464576,-0.004679540336486489
2024-10-31,-0.108237,0.000998,-0.076859,-0.000741,0.009553,0.008998,-0.027714666666666665,-0.024015993140994354,-0.02605589520726326
2024-11-29,-0.054199,0.079302,0.073002,0.044005,0.085247,0.078338,0.05094916666666667,0.07628618515205113,0.0501771627508128
2024-12-31,-0.072302,-0.065695,-0.044985,-0.075899,-0.088717,-0.095991,-0.0739315,-0.0763780187154273,-0.07511568559854964
